setId,id,prompt,choice1,choice2,choice3,choice4,choice5,choice6,correctAnswers,select
acronyms-1,13,What is the common term for a group of protocols used to carry voice data over a packet-switched network?,ISDN,PBX,VoIP,PSTN,,,VoIP,1
acronyms-1,14,Which of the terms listed below refers to a formal contract between business partners outlining the rights responsibilities and obligations of each partner regarding the management operation and decision-making processes within the business?,MSA,SLA,BPA,MOA,,,BPA,1
acronyms-1,15,Which of the following file transfer protocols does not provide encryption?,SCP,FTPS,FTP,SFTP,,,FTP,1
acronyms-1,16,The US Health Insurance Portability and Accountability Act HIPAA provides privacy protection for:,PII,ESN,PHI,PIV,,,PHI,1
acronyms-1,17,Which of the answers listed below refers to a hierarchical system for the creation management storage distribution and revocation of digital certificates?,PKI,RA,PKCS,CA,,,PKI,1
acronyms-1,18,Which of the following acronyms refers to any type of information pertaining to an individual that can be used to uniquely identify that person?,PHI,PIV,PII,PKI,,,PII,1
acronyms-1,19,An authentication subsystem that enables a user to access multiple connected system components such as separate hosts on a network after a single login on only one of the components is referred to as:,NAC,SSO,AAA,MFA,,,SSO,1
acronyms-1,20,Which of the cryptographic algorithms listed below is the least vulnerable to attacks?,AES,DES,RC4,3DES,,,AES,1
acronyms-1,21,Which of the following answers illustrates the difference between passive and active network security breach response?,HIPS vs. NIPS,UTM vs. Firewall,NIPS vs. UTM,IDS vs. IPS,,,IDS vs. IPS,1
acronyms-1,22,An SELinux kernel security feature for implementing stricter access controls and policies is known as:,DAC,RBAC,MAC,ABAC,,,MAC,1
acronyms-1,23,Which wireless security protocol has been deprecated in favor of newer standards due to known vulnerabilities resulting from implementation flaws?,EAP,AES,WPA2,WEP,,,WEP,1
acronyms-1,24,Which access control model allows for defining granular rules that consider user roles time constraints and network access restrictions?,ABAC,MAC,RuBAC,DAC,RBAC,,ABAC,1
acronyms-1,25,Which type of control access model connects user permissions to their specific responsibilities?,DAC,RBAC,MAC,ABAC,,,RBAC,1
acronyms-1,26,The term CIA triad is used to describe the basic principles of information security.,True,False,,,,,True,1
acronyms-1,27,A type of document stipulating rules of behavior to be followed by users of computers networks and associated resources is called:,SLA,EULA,AUP,BPA,,,AUP,1
acronyms-1,28,LDAP is an example of:,Data encryption protocol,Address resolution protocol,Directory access protocol,File exchange protocol,,,Directory access protocol,1
acronyms-1,29,Which of the answers listed below refers to a suite of protocols used for connecting hosts on the Internet?,NetBIOS,IPv4,TCP/IP,IPv6,,,TCP/IP,1
acronyms-1,30,The SMTP protocol is used for:,Sending email between servers,Name resolution,Serving web pages,Retrieving email,Sending email from client,,Sending email between servers;Sending email from client,2
acronyms-1,31,Which of the following answers refers to a data storage device equipped with hardware-level encryption functionality?,HSM,TPM,EFS,SED,,,SED,1
acronyms-1,32,A documented plan outlining the steps that should be taken in each phase of a cybersecurity incident is referred to as:,DRP,BCP,IRP,ERP,,,IRP,1
acronyms-1,33,Which of the terms listed below refers to a company that provides Internet access?,ISP,CSP,IdP,MSP,,,ISP,1
acronyms-1,34,As opposed to simple DoS attacks that usually are performed from a single system a DDoS attack uses multiple compromised computer systems to perform the attack against its target The intermediary systems that are used as platform for the attack often referred to as zombies and collectively as a botnet are the secondary victims of the DDoS attack,True,False,,,,,True,1
acronyms-1,35,A type of cryptographic network protocol for secure data communication remote command-line login remote command execution and other secure network services between two networked computers is known as:,RDP,SSH,Telnet,SCP,,,SSH,1
acronyms-2,1,Which of the following acronyms refers to software or hardware-based security solutions designed to detect and prevent unauthorized use and transmission of confidential information?,IPS,DLP,IDS,DEP,,,DLP,1
acronyms-2,2,A rule-based access control mechanism implemented on routers switches and firewalls is referred to as:,ACL,CSR,MAC,AUP,,,ACL,1
acronyms-2,3,Which type of firmware performs initial hardware checks after the computer is powered on?,BIOS,POST,CMOS,PROM,,,BIOS,1
acronyms-2,4,Which of the answers listed below refers to a software technology designed to simplify network infrastructure management?,SDN,QoS,VDI,CDN,,,SDN,1
acronyms-2,5,Which of the following is an MS Windows component that enables encryption of individual files?,EFS,NTFS,DFS,NFS,,,EFS,1
acronyms-2,6,A system that uses public network such as the Internet as a means for creating private encrypted connections between remote locations is known as:,WWAN,VPN,PAN,VLAN,,,VPN,1
acronyms-2,7,Which of the answers listed below refers to a security standard introduced to address the vulnerabilities found in WEP?,TKIP,AES,WPA,CCMP,,,WPA,1
acronyms-2,8,The term KEK refers to a type of cryptographic key often used in key management systems to add an additional layer of security when encrypting and decrypting other cryptographic keys,True,False,,,,,True,1
